Y,M,D,SR_MJ
2003,9,8,13.26945558
2003,9,9,6.642459824
2003,9,10,15.72373141
2003,9,11,15.25304396
2003,9,12,16.84648689
2003,9,13,17.11002031
2003,9,14,17.19120665
2003,9,15,8.829336208
2003,9,16,13.76656081
2003,9,17,16.77303258
2003,9,18,15.0301037
2003,9,19,15.21245079
2003,9,20,15.67572838
2003,9,21,15.80105173
2003,9,22,15.745961
2003,9,23,15.61193911
2003,9,24,15.42733685
2003,9,25,14.87127488
2003,9,26,14.47017572
2003,9,27,14.41154114
2003,9,28,14.24111427
2003,9,29,12.72370299
2003,9,30,13.48949633
2003,10,1,11.06808164
2003,10,2,12.92151414
2003,10,3,12.78749226
2003,10,4,12.65475904
2003,10,5,12.61029986
2003,10,6,12.59902398
2003,10,7,9.0770834
2003,10,8,12.0320083
2003,10,9,12.18761544
2003,10,10,12.13445772
2003,10,11,7.903425376
2003,10,12,10.81614626
2003,10,13,12.03941816
2003,10,14,10.91795135
2003,10,15,5.509717136
2003,10,16,9.20756144
2003,10,17,11.29810959
2003,10,18,10.93470409
2003,10,19,10.11800821
2003,10,20,9.348993192
2003,10,21,10.74945749
2003,10,22,10.71240817
2003,10,23,10.49011225
2003,10,24,9.392163704
2003,10,25,10.17116593
2003,10,26,9.76330124
2003,10,27,8.51812192
2003,10,28,4.966864056
2003,10,29,9.488491936
2003,10,30,5.98265976
2003,10,31,8.733007976
2003,11,1,9.681792736
2003,11,2,4.952044328
2003,11,3,2.439133928
2003,11,4,8.89022596
2003,11,5,4.764542552
2003,11,6,8.191765736
2003,11,7,7.717212272
2003,11,8,7.25039084
2003,11,9,2.491002976
2003,11,10,4.314473856
2003,11,11,3.647263928
2003,11,12,8.07997344
2003,11,13,3.462017328
2003,11,14,7.494916352
2003,11,15,3.069294536
2003,11,16,3.439787736
2003,11,17,2.787397536
2003,11,18,6.16790636
2003,11,19,2.90595536
2003,11,20,7.280030296
2003,11,21,6.435627968
2003,11,22,7.204320816
2003,11,23,6.138266904
2003,11,24,4.892765416
2003,11,25,3.654673792
2003,11,26,4.240375216
2003,11,27,6.590590776
2003,11,28,4.52968208
2003,11,29,1.19363244
2003,11,30,1.186222576
2003,12,1,5.44141752
2003,12,2,5.28516604
2003,12,3,3.491656784
2003,12,4,4.092177936
2003,12,5,1.905301552
2003,12,6,0.87468612
2003,12,7,3.66949352
2003,12,8,3.751324192
2003,12,9,3.869882016
2003,12,10,1.764514136
2003,12,11,3.33604964
2003,12,12,1.73487468
2003,12,13,0.978424216
2003,12,14,3.173032632
2003,12,15,4.554166848
2003,12,16,4.178196792
2003,12,17,4.996503512
2003,12,18,5.745544112
2003,12,19,5.308039968
2003,12,20,1.934941008
2003,12,21,2.861496176
2003,12,22,5.938200576
2003,12,23,3.929160928
2003,12,24,0.556061968
2003,12,25,4.255194944
2003,12,26,2.65627516
2003,12,27,3.354413216
2003,12,28,1.713289424
2003,12,29,1.275140944
2003,12,30,5.411778064
2003,12,31,1.504846728
2004,1,1,2.164646792
2004,1,2,3.810603104
2004,1,3,4.959454192
2004,1,4,3.48424692
2004,1,5,5.901151256
2004,1,6,3.22490168
2004,1,7,1.593765096
2004,1,8,2.846676448
2004,1,9,5.88923104
2004,1,10,4.792893336
2004,1,11,5.174662416
2004,1,12,6.182726088
2004,1,13,6.271644456
2004,1,14,5.775183568
2004,1,15,1.371469176
2004,1,16,1.438157952
2004,1,17,2.624380528
2004,1,18,3.528706104
2004,1,19,3.165622768
2004,1,20,1.411740176
2004,1,21,1.22907092
2004,1,22,3.563500248
2004,1,23,3.33604964
2004,1,24,1.823793048
2004,1,25,4.537091944
2004,1,26,5.656303576
2004,1,27,2.705889032
2004,1,28,1.84602264
2004,1,29,2.060908696
2004,1,30,3.84024256
2004,1,31,4.018079296
2004,2,1,2.987463864
2004,2,2,2.238745432
2004,2,3,2.824446856
2004,2,4,6.782602904
2004,2,5,9.096091312
2004,2,6,6.116037312
2004,2,7,5.322859696
2004,2,8,7.79163308
2004,2,9,9.548415184
2004,2,10,8.465608536
2004,2,11,1.519666456
2004,2,12,2.223925704
2004,2,13,9.845131912
2004,2,14,6.738788056
2004,2,15,6.835116288
2004,2,16,3.365689096
2004,2,17,5.018733104
2004,2,18,1.932041496
2004,2,19,10.99623818
2004,2,20,10.17116593
2004,2,21,9.518775728
2004,2,22,10.95693368
2004,2,23,7.96882548
2004,2,24,2.6095608
2004,2,25,2.579921344
2004,2,26,6.308693776
2004,2,27,8.829336208
2004,2,28,12.33581272
2004,2,29,11.42343294
2004,3,1,7.784223216
2004,3,2,6.93144452
2004,3,3,8.829336208
2004,3,4,4.0995878
2004,3,5,6.761017648
2004,3,6,12.89123035
2004,3,7,11.40925755
2004,3,8,13.29973938
2004,3,9,11.37220823
2004,3,10,13.86256687
2004,3,11,13.43311693
2004,3,12,13.7072819
2004,3,13,13.61771919
2004,3,14,10.74204762
2004,3,15,13.99658876
2004,3,16,13.43827162
2004,3,17,14.57616899
2004,3,18,11.94308993
2004,3,19,14.29072814
2004,3,20,14.25754484
2004,3,21,14.1521959
2004,3,22,12.34322258
2004,3,23,15.60452925
2004,3,24,11.5648647
2004,3,25,11.60191402
2004,3,26,11.62511011
2004,3,27,11.22980998
2004,3,28,17.1322499
2004,3,29,17.34810246
2004,3,30,16.92348504
2004,3,31,10.31936321
2004,4,1,17.34681379
2004,4,2,16.17605528
2004,4,3,17.17670909
2004,4,4,15.96793475
2004,4,5,14.04845781
2004,4,6,10.97916327
2004,4,7,17.37645325
2004,4,8,17.81427956
2004,4,9,18.10358642
2004,4,10,18.43638597
2004,4,11,18.84489499
2004,4,12,18.02884345
2004,4,13,12.84000564
2004,4,14,14.16701563
2004,4,15,14.12932198
2004,4,16,15.6644525
2004,4,17,14.37449182
2004,4,18,18.90352957
2004,4,19,12.2172549
2004,4,20,12.06905762
2004,4,21,7.932420496
2004,4,22,20.16385078
2004,4,23,18.61518921
2004,4,24,19.51146058
2004,4,25,20.29787267
2004,4,26,20.69768316
2004,4,27,18.09617656
2004,4,28,14.3596721
2004,4,29,20.83106071
2004,4,30,21.58042348
2004,5,1,21.27597472
2004,5,2,20.5945894
2004,5,3,21.09040595
2004,5,4,20.93544314
2004,5,5,21.5056805
2004,5,6,19.31203859
2004,5,7,21.70574683
2004,5,8,19.31944846
2004,5,9,18.32588234
2004,5,10,5.603790192
2004,5,11,9.644743416
2004,5,12,16.19087501
2004,5,13,22.23216934
2004,5,14,22.0031079
2004,5,15,11.18696163
2004,5,16,20.56430561
2004,5,17,17.09520058
2004,5,18,8.080617776
2004,5,19,17.28012502
2004,5,20,21.39517688
2004,5,21,13.41765286
2004,5,22,13.71469176
2004,5,23,14.68602828
2004,5,24,20.46765521
2004,5,25,22.97412225
2004,5,26,7.561605128
2004,5,27,11.17149757
2004,5,28,11.0754915
2004,5,29,15.69409195
2004,5,30,22.65485376
2004,5,31,22.84815456
2004,6,1,23.13649492
2004,6,2,23.0259913
2004,6,3,21.09781582
2004,6,4,22.70736714
2004,6,5,21.04594677
2004,6,6,22.11425586
2004,6,7,16.06426298
2004,6,8,23.87844782
2004,6,9,12.09869707
2004,6,10,10.25943996
2004,6,11,22.75182633
2004,6,12,20.78660153
2004,6,13,22.54402797
2004,6,14,24.07078212
2004,6,15,24.1626
2004,6,16,24.23347696
2004,6,17,24.31627414
2004,6,18,14.72758795
2004,6,19,23.55627982
2004,6,20,22.19222051
2004,6,21,23.84687536
2004,6,22,23.95802332
2004,6,23,21.64904526
2004,6,24,19.03368544
2004,6,25,23.11684267
2004,6,26,22.53500726
2004,6,27,21.50761351
2004,6,28,17.04300937
2004,6,29,19.52756898
2004,6,30,20.47216556
2004,7,1,21.00793094
2004,7,2,23.86910495
2004,7,3,19.8606907
2004,7,4,24.20448184
2004,7,5,24.1142748
2004,7,6,20.82236218
2004,7,7,23.89842224
2004,7,8,24.5321267
2004,7,9,16.76143454
2004,7,10,20.72538961
2004,7,11,23.48121468
2004,7,12,23.42225794
2004,7,13,23.45125306
2004,7,14,22.50601214
2004,7,15,19.40611165
2004,7,16,19.46635706
2004,7,17,17.85648357
2004,7,18,8.105424712
2004,7,19,19.0713791
2004,7,20,22.1177997
2004,7,21,22.52824174
2004,7,22,22.42321497
2004,7,23,22.88584822
2004,7,24,22.7138105
2004,7,25,20.44220394
2004,7,26,18.40030315
2004,7,27,22.84847673
2004,7,28,22.19222051
2004,7,29,21.48538392
2004,7,30,21.81238444
2004,7,31,21.99924188
2004,8,1,21.31334621
2004,8,2,16.76948874
2004,8,3,22.00665174
2004,8,4,21.70800201
2004,8,5,21.38100149
2004,8,6,19.99471258
2004,8,7,22.6252143
2004,8,8,22.31142267
2004,8,9,21.81302878
2004,8,10,21.59620971
2004,8,11,21.42578284
2004,8,12,20.93318797
2004,8,13,19.52595814
2004,8,14,14.97050262
2004,8,15,16.95860135
2004,8,16,14.42281702
2004,8,17,8.649244296
2004,8,18,19.09328652
2004,8,19,17.63386548
2004,8,20,18.69830855
2004,8,21,15.85324294
2004,8,22,6.83157244
2004,8,23,17.99823749
2004,8,24,13.16378448
2004,8,25,13.20115597
2004,8,26,17.20087169
2004,8,27,19.98053719
2004,8,28,19.47151175
2004,8,29,19.66191304
2004,8,30,19.68253179
2004,8,31,18.05783857
2004,9,1,15.46567484
2004,9,2,17.06233945
2004,9,3,18.85262702
2004,9,4,18.72891451
2004,9,5,19.13806787
2004,9,6,19.16835166
2004,9,7,18.59424829
2004,9,8,18.42349925
2004,9,9,17.43992034
2004,9,10,16.94764764
2004,9,11,15.84583308
2004,9,12,5.482977192
2004,9,13,9.377343976
2004,9,14,15.72791959
2004,9,15,8.32159944
2004,9,16,15.93507362
2004,9,17,15.6886151
2004,9,18,3.888889928
2004,9,19,9.960468056
2004,9,20,14.48982797
2004,9,21,15.47276254
2004,9,22,15.30942336
2004,9,23,14.11740176
2004,9,24,14.91380106
2004,9,25,14.88480594
2004,9,26,14.37803567
2004,9,27,13.64735865
2004,9,28,13.52139096
2004,9,29,13.30521623
2004,9,30,13.67345426
2004,10,1,13.57712602
2004,10,2,13.62577339
2004,10,3,13.64800298
2004,10,4,13.3045719
2004,10,5,13.7897569
2004,10,6,10.2359217
2004,10,7,12.85772488
2004,10,8,12.55295395
2004,10,9,9.982697648
2004,10,10,12.9923911
2004,10,11,12.19470314
2004,10,12,12.09096504
2004,10,13,12.20275734
2004,10,14,12.19953566
2004,10,15,10.73785944
2004,10,16,11.77073005
2004,10,17,4.738124776
2004,10,18,5.69915192
2004,10,19,5.095731256
2004,10,20,7.749429072
2004,10,21,7.134732528
2004,10,22,4.440119376
2004,10,23,2.26484104
2004,10,24,9.088681448
2004,10,25,8.366058624
2004,10,26,5.386326792
2004,10,27,4.939157608
2004,10,28,1.31122376
2004,10,29,1.756782104
2004,10,30,2.424958536
2004,10,31,6.940143056
2004,11,1,9.438878064
2004,11,2,8.224626872
2004,11,3,1.721021456
2004,11,4,6.488785688
2004,11,5,8.722376432
2004,11,6,8.411484312
2004,11,7,6.697228384
2004,11,8,2.190098064
2004,11,9,5.423376112
2004,11,10,3.39726156
2004,11,11,1.810261992
2004,11,12,2.376633336
2004,11,13,1.654010512
2004,11,14,2.12308712
2004,11,15,6.026796776
2004,11,16,1.817671856
2004,11,17,2.528052296
2004,11,18,4.935935928
2004,11,19,6.466556096
2004,11,20,6.555796632
2004,11,21,7.040015136
2004,11,22,4.104742488
2004,11,23,6.399545152
2004,11,24,1.393054432
2004,11,25,1.1920216
2004,11,26,5.594769488
2004,11,27,2.053176664
2004,11,28,6.692073696
2004,11,29,6.280342992
2004,11,30,2.056076176
2004,12,1,2.368901304
2004,12,2,1.057999712
2004,12,3,1.5866774
2004,12,4,5.833173808
2004,12,5,4.902108288
2004,12,6,2.331851984
2004,12,7,2.175278336
2004,12,8,0.491628368
2004,12,9,1.415606192
2004,12,10,4.350556672
2004,12,11,1.64627848
2004,12,12,1.265153736
2004,12,13,5.446572208
2004,12,14,2.495835496
2004,12,15,5.348955304
2004,12,16,5.69915192
2004,12,17,2.100857528
2004,12,18,1.8846828
2004,12,19,1.7880324
2004,12,20,2.585076032
2004,12,21,3.322518584
2004,12,22,4.410157752
2004,12,23,4.276135864
2004,12,24,5.437873672
2004,12,25,4.946567472
2004,12,26,1.914644424
2004,12,27,4.492310592
2004,12,28,4.604102888
2004,12,29,1.497436864
2004,12,30,2.666906704
2004,12,31,2.279660768
2005,1,1,2.607305624
2005,1,2,4.134704112
2005,1,3,3.173676968
2005,1,4,1.54962808
2005,1,5,2.577666168
2005,1,6,1.654010512
2005,1,7,2.30189036
2005,1,8,2.547704544
2005,1,9,4.992959664
2005,1,10,6.002312008
2005,1,11,3.061884672
2005,1,12,3.702676824
2005,1,13,6.674998792
2005,1,14,6.257791232
2005,1,15,5.304173952
2005,1,16,1.862453208
2005,1,17,3.814146952
2005,1,18,5.42208744
2005,1,19,6.474610296
2005,1,20,3.39726156
2005,1,21,1.1920216
2005,1,22,1.832813752
2005,1,23,2.317032256
2005,1,24,2.71909792
2005,1,25,2.547704544
2005,1,26,4.596693024
2005,1,27,3.233278048
2005,1,28,4.134704112
2005,1,29,3.31510872
2005,1,30,7.621850544
2005,1,31,3.996171872
2005,2,1,6.81224236
2005,2,2,7.300971216
2005,2,3,8.26199836
2005,2,4,5.065769632
2005,2,5,7.233638104
2005,2,6,5.393736656
2005,2,7,9.110588872
2005,2,8,8.20239728
2005,2,9,8.150206064
2005,2,10,9.438878064
2005,2,11,6.585758256
2005,2,12,7.06192256
2005,2,13,1.959425776
2005,2,14,9.461107656
2005,2,15,10.37026575
2005,2,16,10.46691615
2005,2,17,10.51910737
2005,2,18,7.650201328
2005,2,19,2.793518728
2005,2,20,3.702676824
2005,2,21,2.950092376
2005,2,22,10.40731507
2005,2,23,10.90667547
2005,2,24,11.00268154
2005,2,25,11.3312929
2005,2,26,11.52491586
2005,2,27,11.47272465
2005,2,28,6.649869688
2005,3,1,10.95338983
2005,3,2,7.151807432
2005,3,3,9.632501032
2005,3,4,11.88993221
2005,3,5,12.47047894
2005,3,6,11.7037191
2005,3,7,11.71853883
2005,3,8,13.07389961
2005,3,9,13.17860421
2005,3,10,13.4021888
2005,3,11,13.71501393
2005,3,12,13.40895433
2005,3,13,12.34418909
2005,3,14,14.27397541
2005,3,15,11.72820387
2005,3,16,6.292263208
2005,3,17,15.06360918
2005,3,18,7.539053368
2005,3,19,5.207523552
2005,3,20,9.149893368
2005,3,21,12.05907041
2005,3,22,5.803534352
2005,3,23,5.237163008
2005,3,24,12.06873545
2005,3,25,12.90250623
2005,3,26,11.24914006
2005,3,27,2.942682512
2005,3,28,10.77974128
2005,3,29,8.530042136
2005,3,30,14.98822186
2005,3,31,17.46988197
2005,4,1,9.78907468
2005,4,2,17.20087169
2005,4,3,6.041938672
2005,4,4,9.699511976
2005,4,5,16.0690955
2005,4,6,17.75983317
2005,4,7,5.378916928
2005,4,8,12.20275734
2005,4,9,10.98850614
2005,4,10,18.25146154
2005,4,11,13.63318326
2005,4,12,17.28302453
2005,4,13,11.43535316
2005,4,14,15.91284402
2005,4,15,19.14161172
2005,4,16,19.1126166
2005,4,17,7.792599584
2005,4,18,15.57327895
2005,4,19,13.39864495
2005,4,20,5.438518008
2005,4,21,12.67956598
2005,4,22,19.8606907
2005,4,23,9.223025504
2005,4,24,6.526157176
2005,4,25,15.27946174
2005,4,26,19.68929732
2005,4,27,18.3564883
2005,4,28,18.73568004
2005,4,29,15.75627038
2005,4,30,19.80914382
2005,5,1,20.18833555
2005,5,2,18.44572884
2005,5,3,20.72474527
2005,5,4,11.17471925
2005,5,5,10.79488318
2005,5,6,8.857686992
2005,5,7,13.49110717
2005,5,8,14.63899175
2005,5,9,9.379276984
2005,5,10,9.954669032
2005,5,11,8.028748728
2005,5,12,18.58716059
2005,5,13,22.31142267
2005,5,14,19.03432978
2005,5,15,6.920812976
2005,5,16,2.964912104
2005,5,17,16.92541805
2005,5,18,11.53973559
2005,5,19,15.3764343
2005,5,20,11.78941579
2005,5,21,21.09330546
2005,5,22,22.34814982
2005,5,23,23.37071106
2005,5,24,23.43482249
2005,5,25,23.5504808
2005,5,26,23.44029934
2005,5,27,23.5897853
2005,5,28,21.65581079
2005,5,29,14.12481162
2005,5,30,22.87843835
2005,5,31,14.84679011
2005,6,1,17.09745576
2005,6,2,22.02855917
2005,6,3,21.33622014
2005,6,4,23.80885954
2005,6,5,14.57198081
2005,6,6,20.86682136
2005,6,7,16.59745102
2005,6,8,19.98794706
2005,6,9,23.99507264
2005,6,10,22.6161936
2005,6,11,20.90354851
2005,6,12,23.36265686
2005,6,13,24.14423642
2005,6,14,17.28560187
2005,6,15,23.91581931
2005,6,16,15.07714023
2005,6,17,17.89997625
2005,6,18,19.70025103
2005,6,19,23.2937129
2005,6,20,23.2937129
2005,6,21,18.47794564
2005,6,22,22.91580984
2005,6,23,23.44191018
2005,6,24,23.59719516
2005,6,25,21.24118058
2005,6,26,19.15933096
2005,6,27,6.556763136
2005,6,28,16.4476429
2005,6,29,23.46413978
2005,6,30,23.53791625
2005,7,1,23.27148331
2005,7,2,23.8958449
2005,7,3,23.24699854
2005,7,4,23.74249293
2005,7,5,23.67451548
2005,7,6,22.99731834
2005,7,7,23.1306959
2005,7,8,23.12328603
2005,7,9,9.861240312
2005,7,10,16.84777556
2005,7,11,23.35299182
2005,7,12,23.1084663
2005,7,13,22.90099011
2005,7,14,23.76762203
2005,7,15,22.9232197
2005,7,16,22.78243229
2005,7,17,23.61201489
2005,7,18,23.34558195
2005,7,19,22.77502242
2005,7,20,22.87876052
2005,7,21,20.73763199
2005,7,22,19.65579185
2005,7,23,23.34558195
2005,7,24,22.22669249
2005,7,25,23.36781154
2005,7,26,22.7602027
2005,7,27,23.3159425
2005,7,28,19.81880886
2005,7,29,19.72248062
2005,7,30,20.57461498
2005,7,31,20.54497553
2005,8,1,15.81071677
2005,8,2,19.14966592
2005,8,3,22.1177997
2005,8,4,22.42160413
2005,8,5,21.86135398
2005,8,6,18.69991939
2005,8,7,15.01045146
2005,8,8,18.33715822
2005,8,9,20.87100954
2005,8,10,21.01888466
2005,8,11,21.70059214
2005,8,12,21.21154112
2005,8,13,20.93028846
2005,8,14,21.24118058
2005,8,15,20.35070822
2005,8,16,16.12321973
2005,8,17,17.75918883
2005,8,18,19.82621872
2005,8,19,20.2634007
2005,8,20,20.07074423
2005,8,21,19.7076609
2005,8,22,19.39805745
2005,8,23,18.72827018
2005,8,24,20.47828675
2005,8,25,19.67802144
2005,8,26,19.18897042
2005,8,27,19.29270851
2005,8,28,19.19638028
2005,8,29,18.81944372
2005,8,30,19.40321214
2005,8,31,18.93703504
2005,9,1,18.76660817
2005,9,2,17.89997625
2005,9,3,18.04817353
2005,9,4,13.61739702
2005,9,5,17.84069734
2005,9,6,17.09230107
2005,9,7,17.64804087
2005,9,8,17.17026573
2005,9,9,15.1177334
2005,9,10,16.72921774
2005,9,11,17.46279427
2005,9,12,16.38836399
2005,9,13,16.71439801
2005,9,14,16.74403746
2005,9,15,16.48469222
2005,9,16,14.92088875
2005,9,17,10.47690336
2005,9,18,16.17347794
2005,9,19,16.15124834
2005,9,20,15.2697967
2005,9,21,14.26205519
2005,9,22,12.15056612
2005,9,23,13.93602118
2005,9,24,2.90434452
2005,9,25,14.98822186
2005,9,26,12.45437054
2005,9,27,12.37286204
2005,9,28,14.88448377
2005,9,29,14.65477798
2005,9,30,13.49916137
2005,10,1,5.201080192
2005,10,2,10.70596481
2005,10,3,7.579324368
2005,10,4,12.32840286
2005,10,5,12.07646748
2005,10,6,13.23240626
2005,10,7,11.24656271
2005,10,8,12.13413555
2005,10,9,12.25591506
2005,10,10,12.81745388
2005,10,11,3.837665216
2005,10,12,10.97271991
2005,10,13,11.6615151
2005,10,14,11.68374469
2005,10,15,8.201752944
2005,10,16,11.06904814
2005,10,17,10.9949495
2005,10,18,10.92826073
2005,10,19,6.334467216
2005,10,20,9.987208
2005,10,21,10.53553794
2005,10,22,10.55776753
2005,10,23,10.48366889
2005,10,24,9.02392568
2005,10,25,9.742682488
2005,10,26,5.49135356
2005,10,27,2.14724972
2005,10,28,7.505225728
2005,10,29,6.942076064
2005,10,30,9.268451192
2005,10,31,4.267437328
2005,11,1,3.785796168
2005,11,2,3.660150648
2005,11,3,4.6231108
2005,11,4,4.3170512
2005,11,5,4.825432304
2005,11,6,1.466830904
2005,11,7,2.489392136
2005,11,8,5.267768968
2005,11,9,8.49073764
2005,11,10,6.979125384
2005,11,11,4.830586992
2005,11,12,6.023575096
2005,11,13,0.866954088
2005,11,14,6.327057352
2005,11,15,7.846079472
2005,11,16,7.534865184
2005,11,17,7.56450464
2005,11,18,6.1936798
2005,11,19,7.171781848
2005,11,20,7.009409176
2005,11,21,6.837693632
2005,11,22,6.616042048
2005,11,23,2.155948256
2005,11,24,1.896603016
2005,11,25,0.985511912
2005,11,26,5.823508768
2005,11,27,6.905026744
2005,11,28,5.008423728
2005,11,29,1.666897232
2005,11,30,6.133756552
2005,12,1,2.630823888
2005,12,2,5.21589992
2005,12,3,2.615359824
2005,12,4,6.149542784
2005,12,5,5.616032576
2005,12,6,2.526441456
2005,12,7,6.001345504
2005,12,8,6.245548848
2005,12,9,5.072212992
2005,12,10,5.04837256
2005,12,11,5.838328496
2005,12,12,5.386326792
2005,12,13,4.963964544
2005,12,14,5.690131216
2005,12,15,5.40114652
2005,12,16,2.215227168
2005,12,17,4.689799576
2005,12,18,2.304145536
2005,12,19,0.90851376
2005,12,20,1.837001936
2005,12,21,1.023205568
2005,12,22,0.764504664
2005,12,23,5.231363984
2005,12,24,3.148870032
2005,12,25,0.696527216
2005,12,26,1.215217696
2005,12,27,0.859544224
2005,12,28,0.600198984
2005,12,29,3.34893636
2005,12,30,0.70393708
2005,12,31,1.22262756
2006,1,1,3.926583584
2006,1,2,2.415293496
2006,1,3,4.563831888
2006,1,4,5.282588696
2006,1,5,5.06770264
2006,1,6,2.528052296
2006,1,7,2.884047936
2006,1,8,5.589936968
2006,1,9,4.993604
2006,1,10,0.874363952
2006,1,11,4.245207736
2006,1,12,5.905017272
2006,1,13,2.378244176
2006,1,14,0.955872456
2006,1,15,5.638262168
2006,1,16,4.815767264
2006,1,17,0.600198984
2006,1,18,4.32671624
2006,1,19,3.5519022
2006,1,20,2.007750976
2006,1,21,4.998114352
2006,1,22,3.711697528
2006,1,23,4.88245604
2006,1,24,7.223650896
2006,1,25,7.357028448
2006,1,26,2.000341112
2006,1,27,5.193670328
2006,1,28,2.504211864
2006,1,29,2.951703216
2006,1,30,0.88757284
2006,1,31,4.962353704
2006,2,1,7.512635592
2006,2,2,4.88245604
2006,2,3,7.616373688
2006,2,4,3.171099624
2006,2,5,9.053565136
2006,2,6,6.345743096
2006,2,7,9.131529792
2006,2,8,8.964646768
2006,2,9,9.54261616
2006,2,10,9.824190992
2006,2,11,9.9227744
2006,2,12,9.858985136
2006,2,13,9.646354256
2006,2,14,8.705301528
2006,2,15,9.053565136
2006,2,16,7.81579568
2006,2,17,8.491381976
2006,2,18,6.401155992
2006,2,19,6.053214552
2006,2,20,10.19468419
2006,2,21,3.46008432
2006,2,22,10.12799542
2006,2,23,9.02392568
2006,2,24,11.17246407
2006,2,25,11.46144877
2006,2,26,6.697550552
2006,2,27,2.221992696
2006,2,28,6.683697328
2006,3,1,11.67633482
2006,3,2,8.535196824
2006,3,3,8.749760712
2006,3,4,4.171109096
2006,3,5,4.143724816
2006,3,6,2.129208312
2006,3,7,7.440792128
2006,3,8,8.705301528
2006,3,9,9.127663776
2006,3,10,6.86056756
2006,3,11,12.90927176
2006,3,12,12.22176525
2006,3,13,12.4025015
2006,3,14,5.490064888
2006,3,15,7.475586272
2006,3,16,11.60223618
2006,3,17,7.364438312
2006,3,18,14.63254839
2006,3,19,15.26947453
2006,3,20,8.764902608
2006,3,21,9.268451192
2006,3,22,11.86899129
2006,3,23,11.54295727
2006,3,24,8.372179816
2006,3,25,2.859885336
2006,3,26,11.55036714
2006,3,27,15.51432221
2006,3,28,10.41987962
2006,3,29,2.981342672
2006,3,30,13.57454868
2006,3,31,5.934656728
2006,4,1,7.408897496
2006,4,2,10.63186617
2006,4,3,6.907926256
2006,4,4,6.109271784
2006,4,5,5.356687336
2006,4,6,14.7140569
2006,4,7,14.06778789
2006,4,8,10.16665558
2006,4,9,10.13540528
2006,4,10,11.63187564
2006,4,11,11.69856442
2006,4,12,12.18761544
2006,4,13,17.92220584
2006,4,14,8.335130496
2006,4,15,4.912095496
2006,4,16,5.183360952
2006,4,17,12.66474625
2006,4,18,20.04851464
2006,4,19,19.8929075
2006,4,20,19.44090579
2006,4,21,15.93571795
2006,4,22,17.78206276
2006,4,23,18.62582075
2006,4,24,13.11384844
2006,4,25,14.06939873
2006,4,26,19.813332
2006,4,27,20.85618982
2006,4,28,21.16708194
2006,4,29,20.01146532
2006,4,30,21.90065847
2006,5,1,21.48570609
2006,5,2,22.00439657
2006,5,3,21.78951051
2006,5,4,20.41159798
2006,5,5,22.16741358
2006,5,6,19.78175954
2006,5,7,7.475586272
2006,5,8,21.47829622
2006,5,9,22.53049691
2006,5,10,22.60459555
2006,5,11,22.04885575
2006,5,12,22.17482344
2006,5,13,22.56754623
2006,5,14,22.67128433
2006,5,15,22.05626562
2006,5,16,21.67095269
2006,5,17,22.53049691
2006,5,18,17.12935039
2006,5,19,21.47829622
2006,5,20,20.72281226
2006,5,21,10.67632535
2006,5,22,8.298081176
2006,5,23,22.53790678
2006,5,24,22.66387446
2006,5,25,21.97475711
2006,5,26,12.55810864
2006,5,27,6.752319112
2006,5,28,13.56262846
2006,5,29,19.57428334
2006,5,30,23.70834312
2006,5,31,23.1084663
2006,6,1,22.79725202
2006,6,2,16.39577386
2006,6,3,19.95218641
2006,6,4,19.59651294
2006,6,5,22.55176
2006,6,6,21.74634
2006,6,7,8.50684604
2006,6,8,23.17418858
2006,6,9,13.40508831
2006,6,10,23.60396069
2006,6,11,21.12487793
2006,6,12,18.07749082
2006,6,13,18.64321782
2006,6,14,14.67410806
2006,6,15,20.96927078
2006,6,16,24.15293496
2006,6,17,25.07336894
2006,6,18,24.29726622
2006,6,19,24.53857006
2006,6,20,24.95223377
2006,6,21,24.85300602
2006,6,22,24.82691042
2006,6,23,24.48605667
2006,6,24,24.71898414
2006,6,25,24.68257915
2006,6,26,24.16614385
2006,6,27,23.51053197
2006,6,28,17.6941109
2006,6,29,14.52719946
2006,6,30,22.73442926
2006,7,1,22.41902678
2006,7,2,17.68412369
2006,7,3,23.64165434
2006,7,4,15.9634244
2006,7,5,17.00789306
2006,7,6,19.9753825
2006,7,7,24.40744768
2006,7,8,24.86363757
2006,7,9,23.53694974
2006,7,10,22.48217171
2006,7,11,23.33237306
2006,7,12,20.3378215
2006,7,13,24.13199404
2006,7,14,24.09462255
2006,7,15,23.6471312
2006,7,16,22.98604246
2006,7,17,23.4538304
2006,7,18,24.07529247
2006,7,19,21.97411278
2006,7,20,22.89164724
2006,7,21,22.8910029
2006,7,22,21.43383704
2006,7,23,19.83427292
2006,7,24,22.58172162
2006,7,25,20.66288902
2006,7,26,22.9705784
2006,7,27,22.64583306
2006,7,28,22.15645986
2006,7,29,22.28339406
2006,7,30,22.41967112
2006,7,31,22.49795794
2006,8,1,22.82882448
2006,8,2,22.35684836
2006,8,3,22.43964554
2006,8,4,21.51309037
2006,8,5,21.9164447
2006,8,6,21.92675408
2006,8,7,21.61167378
2006,8,8,19.1055289
2006,8,9,21.80626325
2006,8,10,21.54852885
2006,8,11,21.35007336
2006,8,12,21.75890455
2006,8,13,21.61682846
2006,8,14,21.01952899
2006,8,15,19.4096555
2006,8,16,18.38097307
2006,8,17,21.18222383
2006,8,18,20.87487556
